driver_id,day,online_hours,date
113043,8,7.5625,2017-06-08
113043,9,5.7,2017-06-09
113043,12,9.5,2017-06-12
113043,13,8.745833333333334,2017-06-13
113043,15,7.1,2017-06-15
113043,16,9.216666666666667,2017-06-16
113043,19,5.283333333333333,2017-06-19
113043,20,7.545833333333333,2017-06-20
113140,1,8.341666666666667,2017-06-01
113140,2,8.625,2017-06-02
113140,3,6.525,2017-06-03
113140,4,8.545833333333333,2017-06-04
113140,5,1.3833333333333333,2017-06-05
113140,6,6.7,2017-06-06
113140,7,6.0,2017-06-07
113140,8,8.35,2017-06-08
113140,9,8.758333333333333,2017-06-09
113140,10,7.0625,2017-06-10
113140,11,8.2,2017-06-11
113140,12,8.529166666666667,2017-06-12
113140,13,1.9291666666666667,2017-06-13
113140,14,8.566666666666666,2017-06-14
113140,15,7.433333333333334,2017-06-15
113140,16,8.566666666666666,2017-06-16
113140,17,8.095833333333333,2017-06-17
113140,18,9.858333333333333,2017-06-18
113140,19,10.391666666666667,2017-06-19
113140,20,9.816666666666666,2017-06-20
113140,21,8.445833333333333,2017-06-21
113140,22,1.3166666666666667,2017-06-22
114890,1,4.65,2017-06-01
114890,2,5.925,2017-06-02
114890,3,6.333333333333333,2017-06-03
114890,5,8.016666666666667,2017-06-05
114890,6,7.65,2017-06-06
114890,7,4.683333333333334,2017-06-07
114890,8,8.383333333333333,2017-06-08
114890,9,5.916666666666667,2017-06-09
114890,10,8.5,2017-06-10
114890,12,5.683333333333334,2017-06-12
114890,13,5.933333333333334,2017-06-13
114890,14,5.316666666666666,2017-06-14
114890,15,3.8291666666666666,2017-06-15
114890,16,7.416666666666667,2017-06-16
114890,17,6.683333333333334,2017-06-17
114890,19,6.983333333333333,2017-06-19
114890,20,6.3125,2017-06-20
114890,21,6.1375,2017-06-21
115159,1,2.879166666666667,2017-06-01
115159,3,4.933333333333334,2017-06-03
115159,4,5.55,2017-06-04
115159,5,5.05,2017-06-05
115159,6,3.4791666666666665,2017-06-06
115159,8,1.7,2017-06-08
115159,9,2.966666666666667,2017-06-09
115159,10,4.633333333333334,2017-06-10
115159,11,8.45,2017-06-11
115159,12,1.85,2017-06-12
115159,13,4.45,2017-06-13
115159,14,1.3166666666666667,2017-06-14
115159,15,4.733333333333333,2017-06-15
115159,16,4.016666666666667,2017-06-16
115159,17,6.933333333333334,2017-06-17
115159,18,4.216666666666667,2017-06-18
115159,19,2.7333333333333334,2017-06-19
115159,20,2.2666666666666666,2017-06-20
115159,21,4.716666666666667,2017-06-21
115363,1,8.3125,2017-06-01
115363,2,8.2,2017-06-02
115363,3,6.529166666666667,2017-06-03
115363,4,8.429166666666667,2017-06-04
115363,5,9.1125,2017-06-05
115363,6,8.758333333333333,2017-06-06
115363,7,7.345833333333333,2017-06-07
115363,8,6.879166666666666,2017-06-08
115363,9,8.7625,2017-06-09
115363,10,10.058333333333334,2017-06-10
115363,11,10.654166666666667,2017-06-11
115363,12,9.116666666666667,2017-06-12
115363,13,8.929166666666667,2017-06-13
115363,14,9.795833333333333,2017-06-14
115363,15,6.416666666666667,2017-06-15
115363,16,8.995833333333334,2017-06-16
115363,17,8.879166666666666,2017-06-17
115363,18,10.258333333333333,2017-06-18
115363,19,9.529166666666667,2017-06-19
115363,20,8.283333333333333,2017-06-20
115363,21,6.616666666666666,2017-06-21
115812,1,4.283333333333333,2017-06-01
115812,5,4.283333333333333,2017-06-05
115812,6,5.666666666666667,2017-06-06
115812,7,5.483333333333333,2017-06-07
115812,8,6.516666666666667,2017-06-08
115812,12,5.183333333333334,2017-06-12
115812,13,4.566666666666666,2017-06-13
115812,14,6.066666666666666,2017-06-14
115812,15,6.1,2017-06-15
115812,19,5.05,2017-06-19
115812,20,7.183333333333334,2017-06-20
115812,21,7.85,2017-06-21
116007,1,8.1625,2017-06-01
116007,3,10.416666666666666,2017-06-03
116007,4,10.404166666666667,2017-06-04
116007,5,5.366666666666666,2017-06-05
116007,6,7.583333333333333,2017-06-06
116007,7,8.116666666666667,2017-06-07
116007,8,9.516666666666667,2017-06-08
116007,9,6.066666666666666,2017-06-09
116007,10,5.5,2017-06-10
116007,11,5.745833333333334,2017-06-11
116007,12,5.883333333333334,2017-06-12
116007,13,9.816666666666666,2017-06-13
116007,14,6.883333333333334,2017-06-14
116007,15,6.133333333333334,2017-06-15
116007,16,8.95,2017-06-16
116007,17,7.016666666666667,2017-06-17
116007,18,6.55,2017-06-18
116007,19,9.1625,2017-06-19
116007,20,9.833333333333334,2017-06-20
116007,21,7.95,2017-06-21
117677,1,4.0,2017-06-01
117677,3,5.795833333333333,2017-06-03
117677,5,0.6666666666666666,2017-06-05
117677,6,1.2,2017-06-06
117677,7,0.8291666666666667,2017-06-07
117677,8,3.8833333333333333,2017-06-08
117677,9,2.966666666666667,2017-06-09
117677,10,8.25,2017-06-10
117677,12,2.433333333333333,2017-06-12
117677,13,2.1,2017-06-13
117677,14,2.1333333333333333,2017-06-14
117677,15,2.8833333333333333,2017-06-15
117677,16,3.433333333333333,2017-06-16
117677,17,6.416666666666667,2017-06-17
117677,19,4.566666666666666,2017-06-19
117677,20,3.7,2017-06-20
117677,21,4.758333333333334,2017-06-21
118193,1,2.9,2017-06-01
118193,2,5.666666666666667,2017-06-02
118193,5,0.8666666666666667,2017-06-05
118193,7,3.45,2017-06-07
118193,8,1.5,2017-06-08
118193,9,0.95,2017-06-09
118193,12,5.533333333333333,2017-06-12
118193,14,2.183333333333333,2017-06-14
118193,15,2.566666666666667,2017-06-15
118193,16,5.433333333333334,2017-06-16
118193,19,3.283333333333333,2017-06-19
118193,21,3.466666666666667,2017-06-21
119052,1,5.1,2017-06-01
119052,2,5.816666666666666,2017-06-02
119052,3,8.05,2017-06-03
119052,4,6.383333333333334,2017-06-04
119052,5,8.729166666666666,2017-06-05
119052,6,8.3625,2017-06-06
119052,7,6.633333333333334,2017-06-07
119052,8,8.058333333333334,2017-06-08
119052,9,8.383333333333333,2017-06-09
119052,10,6.75,2017-06-10
119052,11,8.258333333333333,2017-06-11
119052,12,7.645833333333333,2017-06-12
119052,13,8.045833333333333,2017-06-13
119052,14,8.641666666666667,2017-06-14
119052,15,9.4625,2017-06-15
119052,16,8.1625,2017-06-16
119052,17,8.0125,2017-06-17
119052,18,8.945833333333333,2017-06-18
119052,19,9.808333333333334,2017-06-19
119052,20,9.970833333333333,2017-06-20
119052,21,7.2,2017-06-21
119171,1,2.8125,2017-06-01
119171,2,5.216666666666667,2017-06-02
119171,4,6.866666666666666,2017-06-04
119171,5,4.616666666666666,2017-06-05
119171,6,1.1833333333333333,2017-06-06
119171,7,1.1333333333333333,2017-06-07
119171,9,5.4,2017-06-09
119171,11,7.05,2017-06-11
119171,12,3.65,2017-06-12
119171,13,2.875,2017-06-13
119171,14,1.1333333333333333,2017-06-14
119171,16,5.75,2017-06-16
119171,18,7.729166666666667,2017-06-18
119171,19,1.8166666666666667,2017-06-19
119171,20,3.5166666666666666,2017-06-20
119171,21,3.55,2017-06-21
119197,1,7.245833333333334,2017-06-01
119197,2,7.9,2017-06-02
119197,3,9.65,2017-06-03
119197,4,11.2,2017-06-04
119197,5,10.866666666666667,2017-06-05
119197,6,9.879166666666666,2017-06-06
119197,7,6.875,2017-06-07
119197,8,11.183333333333334,2017-06-08
119197,9,10.1,2017-06-09
119197,10,6.783333333333333,2017-06-10
119197,11,11.383333333333333,2017-06-11
119197,12,9.15,2017-06-12
119197,13,11.1125,2017-06-13
119197,14,7.933333333333334,2017-06-14
119197,15,6.566666666666666,2017-06-15
119197,17,9.166666666666666,2017-06-17
119197,18,6.166666666666667,2017-06-18
119197,20,10.666666666666666,2017-06-20
119197,21,10.116666666666667,2017-06-21
119624,1,8.266666666666667,2017-06-01
119624,2,5.4,2017-06-02
119624,3,5.816666666666666,2017-06-03
119624,5,6.2,2017-06-05
119624,6,5.866666666666666,2017-06-06
119624,7,8.566666666666666,2017-06-07
119624,8,6.566666666666666,2017-06-08
119624,9,7.25,2017-06-09
119624,10,5.479166666666667,2017-06-10
119624,11,6.879166666666666,2017-06-11
119624,12,6.145833333333333,2017-06-12
119624,13,8.208333333333334,2017-06-13
119624,14,10.495833333333334,2017-06-14
119624,15,8.841666666666667,2017-06-15
119624,16,9.4125,2017-06-16
119624,17,8.85,2017-06-17
119624,18,8.658333333333333,2017-06-18
119624,19,7.779166666666667,2017-06-19
119624,20,6.266666666666667,2017-06-20
119624,21,5.641666666666667,2017-06-21
120546,1,6.483333333333333,2017-06-01
120546,2,7.929166666666666,2017-06-02
120546,3,6.866666666666666,2017-06-03
120546,4,7.195833333333334,2017-06-04
120546,5,5.7,2017-06-05
120546,6,9.883333333333333,2017-06-06
120546,7,8.2125,2017-06-07
120546,8,8.9,2017-06-08
120546,9,10.279166666666667,2017-06-09
120546,10,7.166666666666667,2017-06-10
120546,11,10.745833333333334,2017-06-11
120546,12,8.95,2017-06-12
120546,13,10.0,2017-06-13
120546,14,8.483333333333333,2017-06-14
120546,15,8.558333333333334,2017-06-15
120546,16,7.483333333333333,2017-06-16
120546,17,10.033333333333333,2017-06-17
120546,18,7.9125,2017-06-18
120546,19,10.245833333333334,2017-06-19
120546,20,9.695833333333333,2017-06-20
120546,21,9.6,2017-06-21
120644,1,10.266666666666667,2017-06-01
120644,2,10.216666666666667,2017-06-02
120644,3,8.941666666666666,2017-06-03
120644,4,7.029166666666667,2017-06-04
120644,5,10.083333333333334,2017-06-05
120644,6,9.766666666666667,2017-06-06
120644,7,9.933333333333334,2017-06-07
120644,8,10.1,2017-06-08
120644,9,6.495833333333334,2017-06-09
120644,11,6.483333333333333,2017-06-11
120644,13,9.8,2017-06-13
120644,14,8.366666666666667,2017-06-14
120644,15,6.833333333333333,2017-06-15
120644,17,6.233333333333333,2017-06-17
120644,18,9.833333333333334,2017-06-18
120644,19,10.716666666666667,2017-06-19
120644,20,7.083333333333333,2017-06-20
120644,21,6.066666666666666,2017-06-21
120837,1,7.2125,2017-06-01
120837,2,7.25,2017-06-02
120837,6,7.3,2017-06-06
120837,7,10.416666666666666,2017-06-07
120837,8,9.716666666666667,2017-06-08
120837,9,9.416666666666666,2017-06-09
120837,13,8.55,2017-06-13
120837,14,7.783333333333333,2017-06-14
120837,15,7.883333333333334,2017-06-15
120837,16,9.283333333333333,2017-06-16
120837,20,10.45,2017-06-20
120837,21,6.483333333333333,2017-06-21
120966,1,8.116666666666667,2017-06-01
120966,2,7.383333333333334,2017-06-02
120966,5,7.566666666666666,2017-06-05
120966,6,7.883333333333334,2017-06-06
120966,7,8.8,2017-06-07
120966,8,7.683333333333334,2017-06-08
120966,9,5.333333333333333,2017-06-09
120966,12,9.116666666666667,2017-06-12
120966,13,9.45,2017-06-13
120966,14,7.083333333333333,2017-06-14
120966,15,7.5,2017-06-15
120966,16,9.5,2017-06-16
120966,19,10.183333333333334,2017-06-19
120966,20,6.7625,2017-06-20
120966,21,9.783333333333333,2017-06-21
121222,1,6.833333333333333,2017-06-01
121222,2,10.845833333333333,2017-06-02
121222,3,11.529166666666667,2017-06-03
121222,4,8.766666666666667,2017-06-04
121222,5,9.85,2017-06-05
121222,6,10.683333333333334,2017-06-06
121222,7,7.016666666666667,2017-06-07
121222,8,7.916666666666667,2017-06-08
121222,9,8.983333333333333,2017-06-09
121222,10,6.45,2017-06-10
121222,11,9.9125,2017-06-11
121222,12,8.533333333333333,2017-06-12
121222,13,9.029166666666667,2017-06-13
121222,14,6.6125,2017-06-14
121222,16,7.6125,2017-06-16
121222,17,6.566666666666666,2017-06-17
121222,18,8.4625,2017-06-18
121222,19,9.933333333333334,2017-06-19
121222,20,10.2,2017-06-20
121222,21,6.6,2017-06-21
121564,1,10.316666666666666,2017-06-01
121564,2,7.916666666666667,2017-06-02
121564,5,7.816666666666666,2017-06-05
121564,6,9.283333333333333,2017-06-06
121564,8,9.529166666666667,2017-06-08
121564,9,7.383333333333334,2017-06-09
121564,12,9.416666666666666,2017-06-12
121564,13,8.929166666666667,2017-06-13
121564,15,9.016666666666667,2017-06-15
121564,16,10.666666666666666,2017-06-16
121564,19,10.966666666666667,2017-06-19
121564,20,7.35,2017-06-20
121706,1,7.516666666666667,2017-06-01
121706,2,7.533333333333333,2017-06-02
121706,3,6.0,2017-06-03
121706,4,6.3,2017-06-04
121706,5,8.225,2017-06-05
121706,6,9.983333333333333,2017-06-06
121706,7,7.216666666666667,2017-06-07
121706,9,7.5,2017-06-09
121706,10,7.329166666666667,2017-06-10
121706,11,6.529166666666667,2017-06-11
121706,12,9.816666666666666,2017-06-12
121706,13,7.95,2017-06-13
121706,14,9.233333333333333,2017-06-14
121706,15,7.316666666666666,2017-06-15
121706,16,10.1625,2017-06-16
121706,17,9.733333333333333,2017-06-17
121706,18,5.766666666666667,2017-06-18
121706,19,8.45,2017-06-19
121706,20,6.533333333333333,2017-06-20
121706,21,10.2,2017-06-21
122227,1,8.133333333333333,2017-06-01
122227,2,6.9,2017-06-02
122227,3,5.966666666666667,2017-06-03
122227,4,6.466666666666667,2017-06-04
122227,5,8.929166666666667,2017-06-05
122227,6,7.05,2017-06-06
122227,7,7.629166666666666,2017-06-07
122227,8,9.333333333333334,2017-06-08
122227,9,9.366666666666667,2017-06-09
122227,10,4.695833333333334,2017-06-10
122227,11,8.016666666666667,2017-06-11
122227,12,4.583333333333333,2017-06-12
122227,13,6.15,2017-06-13
122227,14,9.55,2017-06-14
122227,15,8.85,2017-06-15
122227,16,8.733333333333333,2017-06-16
122227,17,8.783333333333333,2017-06-17
122227,18,7.483333333333333,2017-06-18
122227,19,7.066666666666666,2017-06-19
122227,20,6.333333333333333,2017-06-20
122227,21,8.3,2017-06-21
122436,1,1.1291666666666667,2017-06-01
122436,2,4.533333333333333,2017-06-02
122436,3,3.8833333333333333,2017-06-03
122436,4,2.55,2017-06-04
122436,5,3.6666666666666665,2017-06-05
122436,6,3.683333333333333,2017-06-06
122436,7,4.033333333333333,2017-06-07
122436,8,4.183333333333334,2017-06-08
122436,9,2.5,2017-06-09
122436,10,2.6458333333333335,2017-06-10
122436,11,2.7,2017-06-11
122436,12,2.183333333333333,2017-06-12
122436,13,3.558333333333333,2017-06-13
122436,14,2.1666666666666665,2017-06-14
122436,15,2.5166666666666666,2017-06-15
122436,16,3.1166666666666667,2017-06-16
122436,17,2.4,2017-06-17
122436,18,3.3666666666666667,2017-06-18
122436,19,1.35,2017-06-19
122436,20,1.9666666666666666,2017-06-20
122436,21,1.8666666666666667,2017-06-21
123226,2,4.616666666666666,2017-06-02
123226,5,5.3,2017-06-05
123226,6,1.6666666666666667,2017-06-06
123226,7,2.3333333333333335,2017-06-07
123226,9,5.116666666666666,2017-06-09
123226,12,1.1166666666666667,2017-06-12
123226,13,4.866666666666666,2017-06-13
123226,14,3.7666666666666666,2017-06-14
123226,15,2.7625,2017-06-15
123226,16,0.9666666666666667,2017-06-16
123226,19,4.9125,2017-06-19
123226,20,0.5958333333333333,2017-06-20
123226,21,1.2833333333333334,2017-06-21
124015,2,8.495833333333334,2017-06-02
124015,3,8.479166666666666,2017-06-03
124015,4,8.045833333333333,2017-06-04
124015,5,8.995833333333334,2017-06-05
124015,6,8.495833333333334,2017-06-06
124015,7,8.316666666666666,2017-06-07
124015,8,7.945833333333334,2017-06-08
124015,9,7.1,2017-06-09
124015,11,6.5,2017-06-11
124015,12,8.475,2017-06-12
124015,13,8.229166666666666,2017-06-13
124015,14,7.95,2017-06-14
124015,15,8.829166666666667,2017-06-15
124015,16,8.6,2017-06-16
124015,17,8.75,2017-06-17
124015,18,6.733333333333333,2017-06-18
124015,19,7.616666666666666,2017-06-19
124015,20,6.283333333333333,2017-06-20
124015,21,7.55,2017-06-21
124145,2,9.579166666666667,2017-06-02
124145,3,8.0125,2017-06-03
124145,4,11.283333333333333,2017-06-04
124145,5,8.866666666666667,2017-06-05
124145,6,9.383333333333333,2017-06-06
124145,7,11.2,2017-06-07
124145,8,8.966666666666667,2017-06-08
124145,9,11.35,2017-06-09
124145,10,8.091666666666667,2017-06-10
124145,11,10.683333333333334,2017-06-11
124145,12,9.933333333333334,2017-06-12
124145,13,7.966666666666667,2017-06-13
124145,14,7.1125,2017-06-14
124145,15,6.916666666666667,2017-06-15
124145,16,8.8,2017-06-16
124145,17,11.666666666666666,2017-06-17
124145,18,7.9,2017-06-18
124145,19,7.333333333333333,2017-06-19
124145,20,7.25,2017-06-20
124145,21,10.95,2017-06-21
124478,1,9.4,2017-06-01
124478,2,5.95,2017-06-02
124478,3,8.2125,2017-06-03
124478,4,8.166666666666666,2017-06-04
124478,5,9.666666666666666,2017-06-05
124478,6,6.033333333333333,2017-06-06
124478,7,8.0,2017-06-07
124478,8,7.983333333333333,2017-06-08
124478,9,7.05,2017-06-09
124478,10,9.9125,2017-06-10
124478,11,6.016666666666667,2017-06-11
124478,12,8.179166666666667,2017-06-12
124478,13,6.616666666666666,2017-06-13
124478,14,6.3,2017-06-14
124478,15,7.55,2017-06-15
124478,16,7.0,2017-06-16
124478,17,8.029166666666667,2017-06-17
124478,18,7.216666666666667,2017-06-18
124478,19,6.566666666666666,2017-06-19
124478,20,7.016666666666667,2017-06-20
124768,1,6.016666666666667,2017-06-01
124768,3,9.983333333333333,2017-06-03
124768,4,7.233333333333333,2017-06-04
124768,5,7.7,2017-06-05
124768,6,8.675,2017-06-06
124768,7,6.245833333333334,2017-06-07
124768,8,7.983333333333333,2017-06-08
124768,9,7.9,2017-06-09
124768,10,9.5,2017-06-10
124768,11,9.616666666666667,2017-06-11
124768,12,7.683333333333334,2017-06-12
124768,13,9.55,2017-06-13
124768,14,10.283333333333333,2017-06-14
124768,15,7.8,2017-06-15
124768,16,8.75,2017-06-16
124768,17,8.85,2017-06-17
124768,18,9.883333333333333,2017-06-18
124768,19,8.916666666666666,2017-06-19
124768,20,9.65,2017-06-20
124768,21,9.245833333333334,2017-06-21
124794,1,7.666666666666667,2017-06-01
124794,5,7.983333333333333,2017-06-05
124794,6,6.1625,2017-06-06
124794,7,8.358333333333333,2017-06-07
124794,8,6.879166666666666,2017-06-08
124794,12,8.666666666666666,2017-06-12
124794,13,10.533333333333333,2017-06-13
124794,15,9.116666666666667,2017-06-15
124794,19,7.583333333333333,2017-06-19
124794,20,7.416666666666667,2017-06-20
124794,21,7.35,2017-06-21
124949,1,8.045833333333333,2017-06-01
124949,2,9.045833333333333,2017-06-02
124949,3,9.295833333333333,2017-06-03
124949,4,0.06666666666666667,2017-06-04
124949,5,6.433333333333334,2017-06-05
124949,6,6.008333333333334,2017-06-06
124949,7,7.05,2017-06-07
124949,8,7.05,2017-06-08
124949,9,6.516666666666667,2017-06-09
124949,10,8.379166666666666,2017-06-10
124949,11,1.7791666666666666,2017-06-11
124949,12,8.229166666666666,2017-06-12
124949,13,8.829166666666667,2017-06-13
124949,14,7.479166666666667,2017-06-14
124949,15,8.945833333333333,2017-06-15
124949,16,8.55,2017-06-16
124949,17,8.233333333333333,2017-06-17
124949,19,5.8,2017-06-19
124949,20,8.495833333333334,2017-06-20
124949,21,7.95,2017-06-21
125160,1,6.433333333333334,2017-06-01
125160,2,8.1625,2017-06-02
125160,5,8.1625,2017-06-05
125160,6,7.566666666666666,2017-06-06
125160,7,6.0,2017-06-07
125160,8,8.3,2017-06-08
125160,9,10.716666666666667,2017-06-09
125160,12,7.029166666666667,2017-06-12
125160,13,9.366666666666667,2017-06-13
125160,14,9.083333333333334,2017-06-14
125160,15,6.35,2017-06-15
125160,16,9.216666666666667,2017-06-16
125160,19,8.7,2017-06-19
125160,20,8.633333333333333,2017-06-20
125160,21,6.0,2017-06-21
125616,1,4.066666666666666,2017-06-01
125616,2,2.6625,2017-06-02
125616,3,4.195833333333334,2017-06-03
125616,4,0.5666666666666667,2017-06-04
125616,5,0.7333333333333333,2017-06-05
125616,6,0.36666666666666664,2017-06-06
125616,7,3.6666666666666665,2017-06-07
125616,8,4.733333333333333,2017-06-08
125616,9,2.65,2017-06-09
125616,10,4.033333333333333,2017-06-10
125616,11,4.6125,2017-06-11
125616,13,1.0125,2017-06-13
125616,14,4.033333333333333,2017-06-14
125616,15,4.6,2017-06-15
125616,16,3.4,2017-06-16
125616,17,2.9166666666666665,2017-06-17
125616,18,3.8666666666666667,2017-06-18
125616,19,2.1,2017-06-19
125616,20,2.5,2017-06-20
125616,21,3.033333333333333,2017-06-21
125793,1,3.066666666666667,2017-06-01
125793,2,1.7166666666666666,2017-06-02
125793,3,7.9,2017-06-03
125793,5,3.9833333333333334,2017-06-05
125793,6,2.966666666666667,2017-06-06
125793,8,3.716666666666667,2017-06-08
125793,9,3.5,2017-06-09
125793,10,6.195833333333334,2017-06-10
125793,12,3.95,2017-06-12
125793,13,3.75,2017-06-13
125793,14,4.895833333333333,2017-06-14
125793,15,5.35,2017-06-15
125793,16,3.65,2017-06-16
125793,17,7.066666666666666,2017-06-17
125793,19,3.183333333333333,2017-06-19
125793,20,4.866666666666666,2017-06-20
125793,21,3.533333333333333,2017-06-21
126037,1,9.8,2017-06-01
126037,2,9.566666666666666,2017-06-02
126037,4,8.183333333333334,2017-06-04
126037,5,6.983333333333333,2017-06-05
126037,6,11.25,2017-06-06
126037,7,10.016666666666667,2017-06-07
126037,9,10.333333333333334,2017-06-09
126037,11,7.633333333333334,2017-06-11
126037,12,9.566666666666666,2017-06-12
126037,13,11.366666666666667,2017-06-13
126037,14,11.279166666666667,2017-06-14
126037,15,9.8125,2017-06-15
126037,16,11.6,2017-06-16
126037,18,6.816666666666666,2017-06-18
126037,19,10.595833333333333,2017-06-19
126037,20,9.945833333333333,2017-06-20
126037,21,8.816666666666666,2017-06-21
127254,1,4.233333333333333,2017-06-01
127254,2,5.516666666666667,2017-06-02
127254,5,5.3,2017-06-05
127254,6,6.466666666666667,2017-06-06
127254,7,7.845833333333333,2017-06-07
127254,8,4.433333333333334,2017-06-08
127254,9,6.35,2017-06-09
127254,12,5.6,2017-06-12
127254,13,3.8,2017-06-13
127254,14,4.066666666666666,2017-06-14
127254,15,8.145833333333334,2017-06-15
127254,16,3.1791666666666667,2017-06-16
127254,19,6.666666666666667,2017-06-19
127254,20,7.75,2017-06-20
127254,21,7.383333333333334,2017-06-21
127312,1,6.25,2017-06-01
127312,2,5.016666666666667,2017-06-02
127312,3,8.325,2017-06-03
127312,4,9.15,2017-06-04
127312,5,5.183333333333334,2017-06-05
127312,6,5.65,2017-06-06
127312,7,5.516666666666667,2017-06-07
127312,8,2.0125,2017-06-08
127312,9,3.6166666666666667,2017-06-09
127312,10,6.15,2017-06-10
127312,12,5.116666666666666,2017-06-12
127312,13,3.066666666666667,2017-06-13
127312,14,3.65,2017-06-14
127312,15,4.066666666666666,2017-06-15
127312,16,3.783333333333333,2017-06-16
127312,17,8.25,2017-06-17
127312,19,1.9125,2017-06-19
127312,20,2.283333333333333,2017-06-20
127312,21,3.55,2017-06-21
128010,1,6.233333333333333,2017-06-01
128010,2,2.7666666666666666,2017-06-02
128010,4,7.7,2017-06-04
