driver_id,date,online_hours,gender,age,number_of_kids,day,dayofweek,holiday,prev_holiday,next_holiday,age2,age3,c1,c2,c3,gender_kids,age_kids,prev_1,prev_2,prev_3,prev_4,prev_5,prev_6,prev_7,prev_8,prev_9,prev_10,prev_11,prev_12,prev_13,prev_14,cr_3,cr_5,cr_10
111575,2017-06-18,0.0,1,49,0,18,6,1,1,0,1.0,4,0,2,0,5,5,0.0,0.0,7.3,7.466666666666668,7.45,6.9,0.0,0.0,0.0,5.916666666666668,8.816666666666666,7.383333333333334,4.116666666666666,0.0,2,2,3
111575,2017-06-19,9.733333333333333,1,49,0,19,0,0,1,0,1.0,4,0,2,0,5,5,0.0,0.0,0.0,7.3,7.466666666666668,7.45,6.9,0.0,0.0,0.0,5.916666666666668,8.816666666666666,7.383333333333334,4.116666666666666,2,2,3
111575,2017-06-20,8.233333333333333,1,49,0,20,1,0,0,0,1.0,4,0,2,0,5,5,9.733333333333333,0.0,0.0,0.0,7.3,7.466666666666668,7.45,6.9,0.0,0.0,0.0,5.916666666666668,8.816666666666666,7.383333333333334,2,4,7
111575,2017-06-21,6.216666666666668,1,49,0,21,2,0,0,0,1.0,4,0,2,0,5,5,8.233333333333333,9.733333333333333,0.0,0.0,0.0,7.3,7.466666666666668,7.45,6.9,0.0,0.0,0.0,5.916666666666668,8.816666666666666,2,4,4
111779,2017-06-15,1.8333333333333333,1,26,0,15,3,0,0,0,0.0,2,0,0,0,5,0,5.3,2.2958333333333334,0.0,0.0,0.0,1.7,4.558333333333334,1.85,3.595833333333333,0.0,0.0,0.0,3.65,3.733333333333333,0,3,0
111779,2017-06-16,4.433333333333334,1,26,0,16,4,0,0,1,0.0,2,0,0,0,5,0,1.8333333333333333,5.3,2.2958333333333334,0.0,0.0,0.0,1.7,4.558333333333334,1.85,3.595833333333333,0.0,0.0,0.0,3.65,0,3,0
111779,2017-06-17,0.0,1,26,0,17,5,1,0,1,0.0,2,0,0,0,5,0,4.433333333333334,1.8333333333333333,5.3,2.2958333333333334,0.0,0.0,0.0,1.7,4.558333333333334,1.85,3.595833333333333,0.0,0.0,0.0,0,3,0
111779,2017-06-18,0.0,1,26,0,18,6,1,1,0,0.0,2,0,0,0,5,0,0.0,4.433333333333334,1.8333333333333333,5.3,2.2958333333333334,0.0,0.0,0.0,1.7,4.558333333333334,1.85,3.595833333333333,0.0,0.0,0,3,5
111779,2017-06-19,0.0,1,26,0,19,0,0,1,0,0.0,2,0,0,0,5,0,0.0,0.0,4.433333333333334,1.8333333333333333,5.3,2.2958333333333334,0.0,0.0,0.0,1.7,4.558333333333334,1.85,3.595833333333333,0.0,0,3,5
111779,2017-06-20,3.5166666666666666,1,26,0,20,1,0,0,0,0.0,2,0,0,0,5,0,0.0,0.0,0.0,4.433333333333334,1.8333333333333333,5.3,2.2958333333333334,0.0,0.0,0.0,1.7,4.558333333333334,1.85,3.595833333333333,0,3,6
111779,2017-06-21,4.183333333333334,1,26,0,21,2,0,0,0,0.0,2,0,0,0,5,0,3.5166666666666666,0.0,0.0,0.0,4.433333333333334,1.8333333333333333,5.3,2.2958333333333334,0.0,0.0,0.0,1.7,4.558333333333334,1.85,0,3,6
111839,2017-06-15,7.2,1,25,0,15,3,0,0,0,0.0,2,1,3,1,5,0,6.666666666666668,7.116666666666666,5.95,6.8,8.8625,7.95,6.941666666666666,6.2333333333333325,6.5166666666666675,8.3,8.229166666666666,8.4625,9.2125,8.929166666666667,1,1,8
111839,2017-06-16,8.8125,1,25,0,16,4,0,0,1,0.0,2,1,3,1,5,0,7.2,6.666666666666668,7.116666666666666,5.95,6.8,8.8625,7.95,6.941666666666666,6.2333333333333325,6.5166666666666675,8.3,8.229166666666666,8.4625,9.2125,1,1,8
111839,2017-06-17,7.433333333333334,1,25,0,17,5,1,0,1,0.0,2,1,3,1,5,0,8.8125,7.2,6.666666666666668,7.116666666666666,5.95,6.8,8.8625,7.95,6.941666666666666,6.2333333333333325,6.5166666666666675,8.3,8.229166666666666,8.4625,1,1,8
111839,2017-06-18,6.7666666666666675,1,25,0,18,6,1,1,0,0.0,2,1,3,1,5,0,7.433333333333334,8.8125,7.2,6.666666666666668,7.116666666666666,5.95,6.8,8.8625,7.95,6.941666666666666,6.2333333333333325,6.5166666666666675,8.3,8.229166666666666,1,1,8
111839,2017-06-19,8.525,1,25,0,19,0,0,1,0,0.0,2,1,3,1,5,0,6.7666666666666675,7.433333333333334,8.8125,7.2,6.666666666666668,7.116666666666666,5.95,6.8,8.8625,7.95,6.941666666666666,6.2333333333333325,6.5166666666666675,8.3,1,1,8
111839,2017-06-20,6.316666666666666,1,25,0,20,1,0,0,0,0.0,2,1,3,1,5,0,8.525,6.7666666666666675,7.433333333333334,8.8125,7.2,6.666666666666668,7.116666666666666,5.95,6.8,8.8625,7.95,6.941666666666666,6.2333333333333325,6.5166666666666675,1,1,8
111839,2017-06-21,7.783333333333332,1,25,0,21,2,0,0,0,0.0,2,1,3,1,5,0,6.316666666666666,8.525,6.7666666666666675,7.433333333333334,8.8125,7.2,6.666666666666668,7.116666666666666,5.95,6.8,8.8625,7.95,6.941666666666666,6.2333333333333325,1,1,8
112486,2017-06-15,1.75,0,44,1,15,3,0,0,0,1.0,4,0,1,0,1,6,2.466666666666667,0.44166666666666665,1.55,0.0,0.0,4.133333333333334,4.4,1.3333333333333333,5.066666666666666,5.0,0.0,0.0,3.8333333333333335,3.1166666666666667,0,3,6
112486,2017-06-16,3.733333333333333,0,44,1,16,4,0,0,1,1.0,4,0,1,0,1,6,1.75,2.466666666666667,0.44166666666666665,1.55,0.0,0.0,4.133333333333334,4.4,1.3333333333333333,5.066666666666666,5.0,0.0,0.0,3.8333333333333335,0,3,0
112486,2017-06-17,0.0,0,44,1,17,5,1,0,1,1.0,4,0,1,0,1,6,3.733333333333333,1.75,2.466666666666667,0.44166666666666665,1.55,0.0,0.0,4.133333333333334,4.4,1.3333333333333333,5.066666666666666,5.0,0.0,0.0,0,3,0
112486,2017-06-18,0.0,0,44,1,18,6,1,1,0,1.0,4,0,1,0,1,6,0.0,3.733333333333333,1.75,2.466666666666667,0.44166666666666665,1.55,0.0,0.0,4.133333333333334,4.4,1.3333333333333333,5.066666666666666,5.0,0.0,0,3,0
112486,2017-06-19,2.716666666666667,0,44,1,19,0,0,1,0,1.0,4,0,1,0,1,6,0.0,0.0,3.733333333333333,1.75,2.466666666666667,0.44166666666666665,1.55,0.0,0.0,4.133333333333334,4.4,1.3333333333333333,5.066666666666666,5.0,0,3,0
112486,2017-06-20,4.316666666666666,0,44,1,20,1,0,0,0,1.0,4,0,1,0,1,6,2.716666666666667,0.0,0.0,3.733333333333333,1.75,2.466666666666667,0.44166666666666665,1.55,0.0,0.0,4.133333333333334,4.4,1.3333333333333333,5.066666666666666,0,3,0
112486,2017-06-21,5.3,0,44,1,21,2,0,0,0,1.0,4,0,1,0,1,6,4.316666666666666,2.716666666666667,0.0,0.0,3.733333333333333,1.75,2.466666666666667,0.44166666666666665,1.55,0.0,0.0,4.133333333333334,4.4,1.3333333333333333,0,3,0
112609,2017-06-15,7.7,1,55,0,15,3,0,0,0,1.0,5,1,2,1,5,5,3.858333333333333,4.779166666666667,5.85,5.55,0.0,4.766666666666667,4.383333333333334,4.983333333333333,7.616666666666666,5.233333333333333,6.7333333333333325,5.35,6.616666666666666,8.566666666666666,2,0,2
112609,2017-06-16,7.1125,1,55,0,16,4,0,0,1,1.0,5,1,2,1,5,5,7.7,3.858333333333333,4.779166666666667,5.85,5.55,0.0,4.766666666666667,4.383333333333334,4.983333333333333,7.616666666666666,5.233333333333333,6.7333333333333325,5.35,6.616666666666666,2,0,2
112609,2017-06-17,6.883333333333334,1,55,0,17,5,1,0,1,1.0,5,1,2,1,5,5,7.1125,7.7,3.858333333333333,4.779166666666667,5.85,5.55,0.0,4.766666666666667,4.383333333333334,4.983333333333333,7.616666666666666,5.233333333333333,6.7333333333333325,5.35,2,0,9
112609,2017-06-18,3.8666666666666663,1,55,0,18,6,1,1,0,1.0,5,1,2,1,5,5,6.883333333333334,7.1125,7.7,3.858333333333333,4.779166666666667,5.85,5.55,0.0,4.766666666666667,4.383333333333334,4.983333333333333,7.616666666666666,5.233333333333333,6.7333333333333325,2,0,4
112609,2017-06-19,4.95,1,55,0,19,0,0,1,0,1.0,5,1,2,1,5,5,3.8666666666666663,6.883333333333334,7.1125,7.7,3.858333333333333,4.779166666666667,5.85,5.55,0.0,4.766666666666667,4.383333333333334,4.983333333333333,7.616666666666666,5.233333333333333,2,0,2
112609,2017-06-20,6.183333333333334,1,55,0,20,1,0,0,0,1.0,5,1,2,1,5,5,4.95,3.8666666666666663,6.883333333333334,7.1125,7.7,3.858333333333333,4.779166666666667,5.85,5.55,0.0,4.766666666666667,4.383333333333334,4.983333333333333,7.616666666666666,2,2,9
112609,2017-06-21,4.033333333333333,1,55,0,21,2,0,0,0,1.0,5,1,2,1,5,5,6.183333333333334,4.95,3.8666666666666663,6.883333333333334,7.1125,7.7,3.858333333333333,4.779166666666667,5.85,5.55,0.0,4.766666666666667,4.383333333333334,4.983333333333333,2,2,7
112698,2017-06-15,4.05,1,43,3,15,3,0,0,0,1.0,4,0,1,1,8,8,1.75,4.379166666666666,1.85,6.066666666666666,0.0,4.616666666666666,0.0,5.4,4.6,0.8833333333333333,6.595833333333332,0.0,2.5,0.8333333333333334,0,3,5
112698,2017-06-16,3.783333333333333,1,43,3,16,4,0,0,1,1.0,4,0,1,1,8,8,4.05,1.75,4.379166666666666,1.85,6.066666666666666,0.0,4.616666666666666,0.0,5.4,4.6,0.8833333333333333,6.595833333333332,0.0,2.5,0,3,5
112698,2017-06-17,0.0,1,43,3,17,5,1,0,1,1.0,4,0,1,1,8,8,3.783333333333333,4.05,1.75,4.379166666666666,1.85,6.066666666666666,0.0,4.616666666666666,0.0,5.4,4.6,0.8833333333333333,6.595833333333332,0.0,0,3,5
112698,2017-06-18,7.183333333333334,1,43,3,18,6,1,1,0,1.0,4,0,1,1,8,8,0.0,3.783333333333333,4.05,1.75,4.379166666666666,1.85,6.066666666666666,0.0,4.616666666666666,0.0,5.4,4.6,0.8833333333333333,6.595833333333332,0,3,5
112698,2017-06-19,3.45,1,43,3,19,0,0,1,0,1.0,4,0,1,1,8,8,7.183333333333334,0.0,3.783333333333333,4.05,1.75,4.379166666666666,1.85,6.066666666666666,0.0,4.616666666666666,0.0,5.4,4.6,0.8833333333333333,0,3,6
112698,2017-06-20,2.1333333333333333,1,43,3,20,1,0,0,0,1.0,4,0,1,1,8,8,3.45,7.183333333333334,0.0,3.783333333333333,4.05,1.75,4.379166666666666,1.85,6.066666666666666,0.0,4.616666666666666,0.0,5.4,4.6,2,3,6
112698,2017-06-21,5.683333333333334,1,43,3,21,2,0,0,0,1.0,4,0,1,1,8,8,2.1333333333333333,3.45,7.183333333333334,0.0,3.783333333333333,4.05,1.75,4.379166666666666,1.85,6.066666666666666,0.0,4.616666666666666,0.0,5.4,0,3,5
112730,2017-06-15,5.85,1,31,3,15,3,0,0,0,0.0,3,0,0,0,8,3,3.583333333333333,1.2833333333333334,0.0,0.0,0.0,1.7166666666666666,1.1833333333333331,3.25,4.366666666666666,0.0,0.0,0.0,4.533333333333333,4.683333333333334,0,3,0
112730,2017-06-16,2.4291666666666667,1,31,3,16,4,0,0,1,0.0,3,0,0,0,8,3,5.85,3.583333333333333,1.2833333333333334,0.0,0.0,0.0,1.7166666666666666,1.1833333333333331,3.25,4.366666666666666,0.0,0.0,0.0,4.533333333333333,0,3,0
112730,2017-06-17,0.0,1,31,3,17,5,1,0,1,0.0,3,0,0,0,8,3,2.4291666666666667,5.85,3.583333333333333,1.2833333333333334,0.0,0.0,0.0,1.7166666666666666,1.1833333333333331,3.25,4.366666666666666,0.0,0.0,0.0,0,3,0
112730,2017-06-18,0.0,1,31,3,18,6,1,1,0,0.0,3,0,0,0,8,3,0.0,2.4291666666666667,5.85,3.583333333333333,1.2833333333333334,0.0,0.0,0.0,1.7166666666666666,1.1833333333333331,3.25,4.366666666666666,0.0,0.0,0,3,5
112730,2017-06-19,0.0,1,31,3,19,0,0,1,0,0.0,3,0,0,0,8,3,0.0,0.0,2.4291666666666667,5.85,3.583333333333333,1.2833333333333334,0.0,0.0,0.0,1.7166666666666666,1.1833333333333331,3.25,4.366666666666666,0.0,0,3,5
112730,2017-06-20,1.9,1,31,3,20,1,0,0,0,0.0,3,0,0,0,8,3,0.0,0.0,0.0,2.4291666666666667,5.85,3.583333333333333,1.2833333333333334,0.0,0.0,0.0,1.7166666666666666,1.1833333333333331,3.25,4.366666666666666,0,3,6
112730,2017-06-21,3.1333333333333333,1,31,3,21,2,0,0,0,0.0,3,0,0,0,8,3,1.9,0.0,0.0,0.0,2.4291666666666667,5.85,3.583333333333333,1.2833333333333334,0.0,0.0,0.0,1.7166666666666666,1.1833333333333331,3.25,0,3,6
113043,2017-06-15,7.1,1,28,0,15,3,0,0,0,0.0,2,0,2,0,5,0,0.0,8.745833333333334,9.5,0.0,0.0,5.7,7.5625,0.0,8.416666666666666,6.229166666666668,0.0,0.0,6.229166666666668,9.416666666666666,2,0,4
113043,2017-06-16,9.216666666666667,1,28,0,16,4,0,0,1,0.0,2,0,2,0,5,0,7.1,0.0,8.745833333333334,9.5,0.0,0.0,5.7,7.5625,0.0,8.416666666666666,6.229166666666668,0.0,0.0,6.229166666666668,2,0,2
113043,2017-06-17,0.0,1,28,0,17,5,1,0,1,0.0,2,0,2,0,5,0,9.216666666666667,7.1,0.0,8.745833333333334,9.5,0.0,0.0,5.7,7.5625,0.0,8.416666666666666,6.229166666666668,0.0,0.0,2,0,9
113043,2017-06-18,0.0,1,28,0,18,6,1,1,0,0.0,2,0,2,0,5,0,0.0,9.216666666666667,7.1,0.0,8.745833333333334,9.5,0.0,0.0,5.7,7.5625,0.0,8.416666666666666,6.229166666666668,0.0,2,2,3
113043,2017-06-19,5.283333333333333,1,28,0,19,0,0,1,0,0.0,2,0,2,0,5,0,0.0,0.0,9.216666666666667,7.1,0.0,8.745833333333334,9.5,0.0,0.0,5.7,7.5625,0.0,8.416666666666666,6.229166666666668,2,2,3
113043,2017-06-20,7.5458333333333325,1,28,0,20,1,0,0,0,0.0,2,0,2,0,5,0,5.283333333333333,0.0,0.0,9.216666666666667,7.1,0.0,8.745833333333334,9.5,0.0,0.0,5.7,7.5625,0.0,8.416666666666666,2,4,1
113043,2017-06-21,0.0,1,28,0,21,2,0,0,0,0.0,2,0,2,0,5,0,7.5458333333333325,5.283333333333333,0.0,0.0,9.216666666666667,7.1,0.0,8.745833333333334,9.5,0.0,0.0,5.7,7.5625,0.0,2,4,7
113140,2017-06-15,7.433333333333334,1,18,0,15,3,0,0,0,0.0,1,1,3,1,5,0,8.566666666666666,1.9291666666666667,8.529166666666667,8.2,7.0625,8.758333333333333,8.35,6.0,6.7,1.3833333333333333,8.545833333333333,6.525,8.625,8.341666666666667,1,1,1
113140,2017-06-16,8.566666666666666,1,18,0,16,4,0,0,1,0.0,1,1,3,1,5,0,7.433333333333334,8.566666666666666,1.9291666666666667,8.529166666666667,8.2,7.0625,8.758333333333333,8.35,6.0,6.7,1.3833333333333333,8.545833333333333,6.525,8.625,1,1,7
113140,2017-06-17,8.095833333333333,1,18,0,17,5,1,0,1,0.0,1,1,3,1,5,0,8.566666666666666,7.433333333333334,8.566666666666666,1.9291666666666667,8.529166666666667,8.2,7.0625,8.758333333333333,8.35,6.0,6.7,1.3833333333333333,8.545833333333333,6.525,1,1,4
113140,2017-06-18,9.858333333333333,1,18,0,18,6,1,1,0,0.0,1,1,3,1,5,0,8.095833333333333,8.566666666666666,7.433333333333334,8.566666666666666,1.9291666666666667,8.529166666666667,8.2,7.0625,8.758333333333333,8.35,6.0,6.7,1.3833333333333333,8.545833333333333,1,1,8
113140,2017-06-19,10.391666666666667,1,18,0,19,0,0,1,0,0.0,1,1,3,1,5,0,9.858333333333333,8.095833333333333,8.566666666666666,7.433333333333334,8.566666666666666,1.9291666666666667,8.529166666666667,8.2,7.0625,8.758333333333333,8.35,6.0,6.7,1.3833333333333333,1,1,8
113140,2017-06-20,9.816666666666666,1,18,0,20,1,0,0,0,0.0,1,1,3,1,5,0,10.391666666666667,9.858333333333333,8.095833333333333,8.566666666666666,7.433333333333334,8.566666666666666,1.9291666666666667,8.529166666666667,8.2,7.0625,8.758333333333333,8.35,6.0,6.7,1,1,8
113140,2017-06-21,8.445833333333333,1,18,0,21,2,0,0,0,0.0,1,1,3,1,5,0,9.816666666666666,10.391666666666667,9.858333333333333,8.095833333333333,8.566666666666666,7.433333333333334,8.566666666666666,1.9291666666666667,8.529166666666667,8.2,7.0625,8.758333333333333,8.35,6.0,1,1,8
114890,2017-06-15,3.8291666666666666,1,73,1,15,3,0,0,0,1.0,7,1,2,1,6,6,5.316666666666666,5.933333333333334,5.683333333333334,0.0,8.5,5.916666666666668,8.383333333333333,4.683333333333334,7.65,8.016666666666667,0.0,6.333333333333332,5.925,4.65,2,4,4
114890,2017-06-16,7.416666666666668,1,73,1,16,4,0,0,1,1.0,7,1,2,1,6,6,3.8291666666666666,5.316666666666666,5.933333333333334,5.683333333333334,0.0,8.5,5.916666666666668,8.383333333333333,4.683333333333334,7.65,8.016666666666667,0.0,6.333333333333332,5.925,2,4,4
114890,2017-06-17,6.683333333333334,1,73,1,17,5,1,0,1,1.0,7,1,2,1,6,6,7.416666666666668,3.8291666666666666,5.316666666666666,5.933333333333334,5.683333333333334,0.0,8.5,5.916666666666668,8.383333333333333,4.683333333333334,7.65,8.016666666666667,0.0,6.333333333333332,2,0,2
114890,2017-06-18,0.0,1,73,1,18,6,1,1,0,1.0,7,1,2,1,6,6,6.683333333333334,7.416666666666668,3.8291666666666666,5.316666666666666,5.933333333333334,5.683333333333334,0.0,8.5,5.916666666666668,8.383333333333333,4.683333333333334,7.65,8.016666666666667,0.0,2,0,9
114890,2017-06-19,6.9833333333333325,1,73,1,19,0,0,1,0,1.0,7,1,2,1,6,6,0.0,6.683333333333334,7.416666666666668,3.8291666666666666,5.316666666666666,5.933333333333334,5.683333333333334,0.0,8.5,5.916666666666668,8.383333333333333,4.683333333333334,7.65,8.016666666666667,2,2,3
114890,2017-06-20,6.3125,1,73,1,20,1,0,0,0,1.0,7,1,2,1,6,6,6.9833333333333325,0.0,6.683333333333334,7.416666666666668,3.8291666666666666,5.316666666666666,5.933333333333334,5.683333333333334,0.0,8.5,5.916666666666668,8.383333333333333,4.683333333333334,7.65,2,4,1
114890,2017-06-21,6.1375,1,73,1,21,2,0,0,0,1.0,7,1,2,1,6,6,6.3125,6.9833333333333325,0.0,6.683333333333334,7.416666666666668,3.8291666666666666,5.316666666666666,5.933333333333334,5.683333333333334,0.0,8.5,5.916666666666668,8.383333333333333,4.683333333333334,2,4,7
115159,2017-06-15,4.733333333333333,1,64,2,15,3,0,0,0,1.0,6,0,1,1,7,7,1.3166666666666669,4.45,1.85,8.45,4.633333333333334,2.966666666666667,1.7,0.0,3.4791666666666665,5.05,5.55,4.933333333333334,0.0,2.879166666666667,2,2,5
115159,2017-06-16,4.016666666666667,1,64,2,16,4,0,0,1,1.0,6,0,1,1,7,7,4.733333333333333,1.3166666666666669,4.45,1.85,8.45,4.633333333333334,2.966666666666667,1.7,0.0,3.4791666666666665,5.05,5.55,4.933333333333334,0.0,2,4,6
115159,2017-06-17,6.933333333333334,1,64,2,17,5,1,0,1,1.0,6,0,1,1,7,7,4.016666666666667,4.733333333333333,1.3166666666666669,4.45,1.85,8.45,4.633333333333334,2.966666666666667,1.7,0.0,3.4791666666666665,5.05,5.55,4.933333333333334,2,4,6
115159,2017-06-18,4.216666666666667,1,64,2,18,6,1,1,0,1.0,6,0,1,1,7,7,6.933333333333334,4.016666666666667,4.733333333333333,1.3166666666666669,4.45,1.85,8.45,4.633333333333334,2.966666666666667,1.7,0.0,3.4791666666666665,5.05,5.55,2,4,2
115159,2017-06-19,2.7333333333333334,1,64,2,19,0,0,1,0,1.0,6,0,1,1,7,7,4.216666666666667,6.933333333333334,4.016666666666667,4.733333333333333,1.3166666666666669,4.45,1.85,8.45,4.633333333333334,2.966666666666667,1.7,0.0,3.4791666666666665,5.05,2,0,2
115159,2017-06-20,2.2666666666666666,1,64,2,20,1,0,0,0,1.0,6,0,1,1,7,7,2.7333333333333334,4.216666666666667,6.933333333333334,4.016666666666667,4.733333333333333,1.3166666666666669,4.45,1.85,8.45,4.633333333333334,2.966666666666667,1.7,0.0,3.4791666666666665,2,0,5
115159,2017-06-21,4.716666666666667,1,64,2,21,2,0,0,0,1.0,6,0,1,1,7,7,2.2666666666666666,2.7333333333333334,4.216666666666667,6.933333333333334,4.016666666666667,4.733333333333333,1.3166666666666669,4.45,1.85,8.45,4.633333333333334,2.966666666666667,1.7,0.0,2,2,5
115363,2017-06-15,6.416666666666668,1,30,0,15,3,0,0,0,0.0,3,1,3,1,5,0,9.795833333333333,8.929166666666667,9.116666666666667,10.654166666666667,10.058333333333334,8.7625,6.879166666666666,7.345833333333332,8.758333333333333,9.1125,8.429166666666667,6.529166666666668,8.2,8.3125,1,1,8
115363,2017-06-16,8.995833333333334,1,30,0,16,4,0,0,1,0.0,3,1,3,1,5,0,6.416666666666668,9.795833333333333,8.929166666666667,9.116666666666667,10.654166666666667,10.058333333333334,8.7625,6.879166666666666,7.345833333333332,8.758333333333333,9.1125,8.429166666666667,6.529166666666668,8.2,1,1,8
115363,2017-06-17,8.879166666666666,1,30,0,17,5,1,0,1,0.0,3,1,3,1,5,0,8.995833333333334,6.416666666666668,9.795833333333333,8.929166666666667,9.116666666666667,10.654166666666667,10.058333333333334,8.7625,6.879166666666666,7.345833333333332,8.758333333333333,9.1125,8.429166666666667,6.529166666666668,1,1,8
115363,2017-06-18,10.258333333333333,1,30,0,18,6,1,1,0,0.0,3,1,3,1,5,0,8.879166666666666,8.995833333333334,6.416666666666668,9.795833333333333,8.929166666666667,9.116666666666667,10.654166666666667,10.058333333333334,8.7625,6.879166666666666,7.345833333333332,8.758333333333333,9.1125,8.429166666666667,1,1,8
115363,2017-06-19,9.529166666666667,1,30,0,19,0,0,1,0,0.0,3,1,3,1,5,0,10.258333333333333,8.879166666666666,8.995833333333334,6.416666666666668,9.795833333333333,8.929166666666667,9.116666666666667,10.654166666666667,10.058333333333334,8.7625,6.879166666666666,7.345833333333332,8.758333333333333,9.1125,1,1,8
115363,2017-06-20,8.283333333333333,1,30,0,20,1,0,0,0,0.0,3,1,3,1,5,0,9.529166666666667,10.258333333333333,8.879166666666666,8.995833333333334,6.416666666666668,9.795833333333333,8.929166666666667,9.116666666666667,10.654166666666667,10.058333333333334,8.7625,6.879166666666666,7.345833333333332,8.758333333333333,1,1,8
115363,2017-06-21,6.616666666666666,1,30,0,21,2,0,0,0,0.0,3,1,3,1,5,0,8.283333333333333,9.529166666666667,10.258333333333333,8.879166666666666,8.995833333333334,6.416666666666668,9.795833333333333,8.929166666666667,9.116666666666667,10.654166666666667,10.058333333333334,8.7625,6.879166666666666,7.345833333333332,1,1,8
115812,2017-06-15,6.1,1,51,1,15,3,0,0,0,1.0,5,0,1,0,6,6,6.066666666666666,4.566666666666666,5.183333333333334,0.0,0.0,0.0,6.5166666666666675,5.4833333333333325,5.666666666666668,4.283333333333333,0.0,0.0,0.0,4.283333333333333,0,0,2
115812,2017-06-16,0.0,1,51,1,16,4,0,0,1,1.0,5,0,1,0,6,6,6.1,6.066666666666666,4.566666666666666,5.183333333333334,0.0,0.0,0.0,6.5166666666666675,5.4833333333333325,5.666666666666668,4.283333333333333,0.0,0.0,0.0,0,0,2
115812,2017-06-17,0.0,1,51,1,17,5,1,0,1,1.0,5,0,1,0,6,6,0.0,6.1,6.066666666666666,4.566666666666666,5.183333333333334,0.0,0.0,0.0,6.5166666666666675,5.4833333333333325,5.666666666666668,4.283333333333333,0.0,0.0,0,0,5
115812,2017-06-18,0.0,1,51,1,18,6,1,1,0,1.0,5,0,1,0,6,6,0.0,0.0,6.1,6.066666666666666,4.566666666666666,5.183333333333334,0.0,0.0,0.0,6.5166666666666675,5.4833333333333325,5.666666666666668,4.283333333333333,0.0,0,2,5
115812,2017-06-19,5.05,1,51,1,19,0,0,1,0,1.0,5,0,1,0,6,6,0.0,0.0,0.0,6.1,6.066666666666666,4.566666666666666,5.183333333333334,0.0,0.0,0.0,6.5166666666666675,5.4833333333333325,5.666666666666668,4.283333333333333,0,2,6
