driver_id,date,online_hours,gender,age,number_of_kids,day,dayofweek,holiday,prev_holiday,next_holiday,age2,age3,c1,c2,c3,gender_kids,age_kids,prev_7,prev_14,cr_3,cr_5,cr_10
115159,2017-06-16,4.016666666666667,1,64,2,16,4,0,0,1,1.0,6,0,1,1,7,7,2.966666666666667,0.0,0,0,6
115159,2017-06-17,6.933333333333334,1,64,2,17,5,1,0,1,1.0,6,0,1,1,7,7,4.633333333333334,4.933333333333334,2,3,4
115159,2017-06-18,4.216666666666667,1,64,2,18,6,1,1,0,1.0,6,0,1,1,7,7,8.45,5.55,1,3,9
115159,2017-06-19,2.7333333333333334,1,64,2,19,0,0,1,0,1.0,6,0,1,1,7,7,1.85,5.05,2,4,0
115159,2017-06-20,2.2666666666666666,1,64,2,20,1,0,0,0,1.0,6,0,1,1,7,7,4.45,3.4791666666666665,2,0,4
115159,2017-06-21,4.716666666666667,1,64,2,21,2,0,0,0,1.0,6,0,1,1,7,7,1.3166666666666669,0.0,0,2,2
115363,2017-06-15,6.416666666666668,1,30,0,15,3,0,0,0,0.0,3,1,3,1,5,0,6.879166666666666,8.3125,1,1,3
115363,2017-06-16,8.995833333333334,1,30,0,16,4,0,0,1,0.0,3,1,3,1,5,0,8.7625,8.2,1,1,7
115363,2017-06-17,8.879166666666666,1,30,0,17,5,1,0,1,0.0,3,1,3,1,5,0,10.058333333333334,6.529166666666668,1,1,9
115363,2017-06-18,10.258333333333333,1,30,0,18,6,1,1,0,0.0,3,1,3,1,5,0,10.654166666666667,8.429166666666667,1,1,7
115363,2017-06-19,9.529166666666667,1,30,0,19,0,0,1,0,0.0,3,1,3,1,5,0,9.116666666666667,9.1125,1,1,7
115363,2017-06-20,8.283333333333333,1,30,0,20,1,0,0,0,0.0,3,1,3,1,5,0,8.929166666666667,8.758333333333333,1,1,7
115363,2017-06-21,6.616666666666666,1,30,0,21,2,0,0,0,0.0,3,1,3,1,5,0,9.795833333333333,7.345833333333332,1,1,9
115812,2017-06-15,6.1,1,51,1,15,3,0,0,0,1.0,5,0,1,0,6,6,6.5166666666666675,4.283333333333333,2,3,1
115812,2017-06-16,0.0,1,51,1,16,4,0,0,1,1.0,5,0,1,0,6,6,0.0,0.0,0,2,2
115812,2017-06-17,0.0,1,51,1,17,5,1,0,1,1.0,5,0,1,0,6,6,0.0,0.0,0,2,2
115812,2017-06-18,0.0,1,51,1,18,6,1,1,0,1.0,5,0,1,0,6,6,0.0,0.0,0,2,2
115812,2017-06-19,5.05,1,51,1,19,0,0,1,0,1.0,5,0,1,0,6,6,5.183333333333334,4.283333333333333,2,3,4
115812,2017-06-20,7.183333333333334,1,51,1,20,1,0,0,0,1.0,5,0,1,0,6,6,4.566666666666666,5.666666666666668,2,3,4
115812,2017-06-21,7.85,1,51,1,21,2,0,0,0,1.0,5,0,1,0,6,6,6.066666666666666,5.4833333333333325,1,3,1
116007,2017-06-15,6.133333333333334,1,31,1,15,3,0,0,0,0.0,3,1,3,1,6,1,9.516666666666667,8.1625,1,1,7
116007,2017-06-16,8.95,1,31,1,16,4,0,0,1,0.0,3,1,3,1,6,1,6.066666666666666,0.0,2,0,5
116007,2017-06-17,7.0166666666666675,1,31,1,17,5,1,0,1,0.0,3,1,3,1,6,1,5.5,10.416666666666666,1,1,3
116007,2017-06-18,6.55,1,31,1,18,6,1,1,0,0.0,3,1,3,1,6,1,5.745833333333334,10.404166666666667,1,1,3
116007,2017-06-19,9.1625,1,31,1,19,0,0,1,0,0.0,3,1,3,1,6,1,5.883333333333334,5.366666666666666,2,3,1
116007,2017-06-20,9.833333333333334,1,31,1,20,1,0,0,0,0.0,3,1,3,1,6,1,9.816666666666666,7.583333333333332,1,1,9
116007,2017-06-21,7.95,1,31,1,21,2,0,0,0,0.0,3,1,3,1,6,1,6.883333333333334,8.116666666666667,1,1,3
117677,2017-06-15,2.8833333333333333,1,46,0,15,3,0,0,0,1.0,4,0,1,1,5,5,3.883333333333333,4.0,2,4,4
117677,2017-06-16,3.433333333333333,1,46,0,16,4,0,0,1,1.0,4,0,1,1,5,5,2.966666666666667,0.0,0,0,6
117677,2017-06-17,6.416666666666668,1,46,0,17,5,1,0,1,1.0,4,0,1,1,5,5,8.25,5.7958333333333325,1,3,9
117677,2017-06-18,0.0,1,46,0,18,6,1,1,0,1.0,4,0,1,1,5,5,0.0,0.0,0,2,2
117677,2017-06-19,4.566666666666666,1,46,0,19,0,0,1,0,1.0,4,0,1,1,5,5,2.433333333333333,0.6666666666666666,0,2,6
117677,2017-06-20,3.7,1,46,0,20,1,0,0,0,1.0,4,0,1,1,5,5,2.1,1.2,0,2,6
117677,2017-06-21,4.758333333333334,1,46,0,21,2,0,0,0,1.0,4,0,1,1,5,5,2.1333333333333333,0.8291666666666667,0,2,6
118193,2017-06-15,2.566666666666667,1,48,2,15,3,0,0,0,1.0,4,0,0,0,7,7,1.5,2.9,2,4,0
118193,2017-06-16,5.433333333333334,1,48,2,16,4,0,0,1,1.0,4,0,0,0,7,7,0.95,5.666666666666668,2,4,8
118193,2017-06-17,0.0,1,48,2,17,5,1,0,1,1.0,4,0,0,0,7,7,0.0,0.0,0,2,2
118193,2017-06-18,0.0,1,48,2,18,6,1,1,0,1.0,4,0,0,0,7,7,0.0,0.0,0,2,2
118193,2017-06-19,3.283333333333333,1,48,2,19,0,0,1,0,1.0,4,0,0,0,7,7,5.533333333333332,0.8666666666666667,2,0,6
118193,2017-06-20,0.0,1,48,2,20,1,0,0,0,1.0,4,0,0,0,7,7,0.0,0.0,0,2,2
118193,2017-06-21,3.466666666666667,1,48,2,21,2,0,0,0,1.0,4,0,0,0,7,7,2.183333333333333,3.45,2,4,0
119052,2017-06-15,9.4625,1,32,2,15,3,0,0,0,0.0,3,1,3,1,7,2,8.058333333333334,5.1,1,3,1
119052,2017-06-16,8.1625,1,32,2,16,4,0,0,1,0.0,3,1,3,1,7,2,8.383333333333333,5.816666666666666,1,3,9
119052,2017-06-17,8.0125,1,32,2,17,5,1,0,1,0.0,3,1,3,1,7,2,6.75,8.05,1,3,3
119052,2017-06-18,8.945833333333333,1,32,2,18,6,1,1,0,0.0,3,1,3,1,7,2,8.258333333333333,6.383333333333334,1,3,9
119052,2017-06-19,9.808333333333334,1,32,2,19,0,0,1,0,0.0,3,1,3,1,7,2,7.645833333333332,8.729166666666666,1,1,3
119052,2017-06-20,9.970833333333333,1,32,2,20,1,0,0,0,0.0,3,1,3,1,7,2,8.045833333333333,8.3625,1,1,7
119052,2017-06-21,7.2,1,32,2,21,2,0,0,0,0.0,3,1,3,1,7,2,8.641666666666667,6.633333333333334,1,1,9
119171,2017-06-15,0.0,1,69,4,15,3,0,0,0,1.0,6,0,1,1,9,9,0.0,2.8125,0,2,0
119171,2017-06-16,5.75,1,69,4,16,4,0,0,1,1.0,6,0,1,1,9,9,5.4,5.216666666666667,2,3,1
119171,2017-06-17,0.0,1,69,4,17,5,1,0,1,1.0,6,0,1,1,9,9,0.0,0.0,0,2,2
119171,2017-06-18,7.729166666666668,1,69,4,18,6,1,1,0,1.0,6,0,1,1,9,9,7.05,6.866666666666666,1,3,1
119171,2017-06-19,1.8166666666666669,1,69,4,19,0,0,1,0,1.0,6,0,1,1,9,9,3.65,4.616666666666666,2,4,4
119171,2017-06-20,3.5166666666666666,1,69,4,20,1,0,0,0,1.0,6,0,1,1,9,9,2.875,1.1833333333333331,0,0,6
119171,2017-06-21,3.55,1,69,4,21,2,0,0,0,1.0,6,0,1,1,9,9,1.1333333333333333,1.1333333333333333,0,2,2
119197,2017-06-15,6.566666666666666,1,20,1,15,3,0,0,0,0.0,2,1,3,1,6,1,11.183333333333335,7.245833333333334,1,1,9
119197,2017-06-16,0.0,1,20,1,16,4,0,0,1,0.0,2,1,3,1,6,1,10.1,7.9,1,1,9
119197,2017-06-17,9.166666666666666,1,20,1,17,5,1,0,1,0.0,2,1,3,1,6,1,6.783333333333332,9.65,1,1,3
119197,2017-06-18,6.166666666666668,1,20,1,18,6,1,1,0,0.0,2,1,3,1,6,1,11.383333333333333,11.2,1,1,7
119197,2017-06-19,0.0,1,20,1,19,0,0,1,0,0.0,2,1,3,1,6,1,9.15,10.866666666666667,1,1,7
119197,2017-06-20,10.666666666666666,1,20,1,20,1,0,0,0,0.0,2,1,3,1,6,1,11.1125,9.879166666666666,1,1,7
119197,2017-06-21,10.116666666666667,1,20,1,21,2,0,0,0,0.0,2,1,3,1,6,1,7.933333333333334,6.875,1,3,9
119624,2017-06-15,8.841666666666667,1,30,0,15,3,0,0,0,0.0,3,1,2,1,5,0,6.566666666666666,8.266666666666667,1,3,3
119624,2017-06-16,9.4125,1,30,0,16,4,0,0,1,0.0,3,1,2,1,5,0,7.25,5.4,1,3,1
119624,2017-06-17,8.85,1,30,0,17,5,1,0,1,0.0,3,1,2,1,5,0,5.479166666666668,5.816666666666666,2,3,1
119624,2017-06-18,8.658333333333333,1,30,0,18,6,1,1,0,0.0,3,1,2,1,5,0,6.879166666666666,0.0,2,0,5
119624,2017-06-19,7.779166666666668,1,30,0,19,0,0,1,0,0.0,3,1,2,1,5,0,6.145833333333332,6.2,1,3,1
119624,2017-06-20,6.2666666666666675,1,30,0,20,1,0,0,0,0.0,3,1,2,1,5,0,8.208333333333334,5.866666666666666,1,3,9
119624,2017-06-21,5.6416666666666675,1,30,0,21,2,0,0,0,0.0,3,1,2,1,5,0,10.495833333333334,8.566666666666666,1,1,7
120546,2017-06-15,8.558333333333334,1,42,3,15,3,0,0,0,1.0,4,1,3,1,8,8,8.9,6.4833333333333325,1,1,9
120546,2017-06-16,7.4833333333333325,1,42,3,16,4,0,0,1,1.0,4,1,3,1,8,8,10.279166666666667,7.929166666666666,1,1,9
120546,2017-06-17,10.033333333333333,1,42,3,17,5,1,0,1,1.0,4,1,3,1,8,8,7.166666666666668,6.866666666666666,1,3,1
120546,2017-06-18,7.9125,1,42,3,18,6,1,1,0,1.0,4,1,3,1,8,8,10.745833333333335,7.195833333333334,1,1,9
120546,2017-06-19,10.245833333333334,1,42,3,19,0,0,1,0,1.0,4,1,3,1,8,8,8.95,5.7,1,3,9
120546,2017-06-20,9.695833333333333,1,42,3,20,1,0,0,0,1.0,4,1,3,1,8,8,10.0,9.883333333333333,1,1,7
120546,2017-06-21,9.6,1,42,3,21,2,0,0,0,1.0,4,1,3,1,8,8,8.483333333333333,8.2125,1,1,7
120644,2017-06-15,6.833333333333332,1,21,0,15,3,0,0,0,0.0,2,1,3,1,5,0,10.1,10.266666666666667,1,1,7
120644,2017-06-16,0.0,1,21,0,16,4,0,0,1,0.0,2,1,3,1,5,0,6.495833333333334,10.216666666666667,1,1,3
120644,2017-06-17,6.2333333333333325,1,21,0,17,5,1,0,1,0.0,2,1,3,1,5,0,0.0,8.941666666666666,2,4,8
120644,2017-06-18,9.833333333333334,1,21,0,18,6,1,1,0,0.0,2,1,3,1,5,0,6.4833333333333325,7.029166666666668,1,3,1
120644,2017-06-19,10.716666666666667,1,21,0,19,0,0,1,0,0.0,2,1,3,1,5,0,0.0,10.083333333333334,2,4,8
120644,2017-06-20,7.083333333333332,1,21,0,20,1,0,0,0,0.0,2,1,3,1,5,0,9.8,9.766666666666667,1,1,7
120644,2017-06-21,6.066666666666666,1,21,0,21,2,0,0,0,0.0,2,1,3,1,5,0,8.366666666666667,9.933333333333334,1,1,7
120837,2017-06-15,7.883333333333334,1,18,4,15,3,0,0,0,0.0,1,0,2,0,9,4,9.716666666666667,7.2125,1,1,9
120837,2017-06-16,9.283333333333333,1,18,4,16,4,0,0,1,0.0,1,0,2,0,9,4,9.416666666666666,7.25,1,1,9
120837,2017-06-17,0.0,1,18,4,17,5,1,0,1,0.0,1,0,2,0,9,4,0.0,0.0,0,2,2
120837,2017-06-18,0.0,1,18,4,18,6,1,1,0,0.0,1,0,2,0,9,4,0.0,0.0,0,2,2
120837,2017-06-19,0.0,1,18,4,19,0,0,1,0,0.0,1,0,2,0,9,4,0.0,0.0,0,2,2
120837,2017-06-20,10.45,1,18,4,20,1,0,0,0,0.0,1,0,2,0,9,4,8.55,7.3,1,1,9
120837,2017-06-21,6.4833333333333325,1,18,4,21,2,0,0,0,0.0,1,0,2,0,9,4,7.783333333333332,10.416666666666666,1,1,7
120966,2017-06-15,7.5,1,30,0,15,3,0,0,0,0.0,3,1,2,0,5,0,7.683333333333334,8.116666666666667,1,1,3
120966,2017-06-16,9.5,1,30,0,16,4,0,0,1,0.0,3,1,2,0,5,0,5.333333333333333,7.383333333333334,1,3,3
120966,2017-06-17,0.0,1,30,0,17,5,1,0,1,0.0,3,1,2,0,5,0,0.0,0.0,0,2,2
120966,2017-06-18,0.0,1,30,0,18,6,1,1,0,0.0,3,1,2,0,5,0,0.0,0.0,0,2,2
120966,2017-06-19,10.183333333333334,1,30,0,19,0,0,1,0,0.0,3,1,2,0,5,0,9.116666666666667,7.566666666666666,1,1,9
120966,2017-06-20,6.7625,1,30,0,20,1,0,0,0,0.0,3,1,2,0,5,0,9.45,7.883333333333334,1,1,9
120966,2017-06-21,9.783333333333333,1,30,0,21,2,0,0,0,0.0,3,1,2,0,5,0,7.083333333333332,8.8,1,1,3
121222,2017-06-15,0.0,1,29,1,15,3,0,0,0,0.0,2,1,3,1,6,1,7.916666666666668,6.833333333333332,1,3,9
121222,2017-06-16,7.6125,1,29,1,16,4,0,0,1,0.0,2,1,3,1,6,1,8.983333333333333,10.845833333333333,1,1,7
121222,2017-06-17,6.566666666666666,1,29,1,17,5,1,0,1,0.0,2,1,3,1,6,1,6.45,11.529166666666667,1,1,3
121222,2017-06-18,8.4625,1,29,1,18,6,1,1,0,0.0,2,1,3,1,6,1,9.9125,8.766666666666667,1,1,7
121222,2017-06-19,9.933333333333334,1,29,1,19,0,0,1,0,0.0,2,1,3,1,6,1,8.533333333333333,9.85,1,1,7
121222,2017-06-20,10.2,1,29,1,20,1,0,0,0,0.0,2,1,3,1,6,1,9.029166666666667,10.683333333333334,1,1,7
121222,2017-06-21,6.6,1,29,1,21,2,0,0,0,0.0,2,1,3,1,6,1,6.6125,7.0166666666666675,1,3,1
121564,2017-06-15,9.016666666666667,1,28,4,15,3,0,0,0,0.0,2,1,2,0,9,4,9.529166666666667,10.316666666666666,1,1,7
121564,2017-06-16,10.666666666666666,1,28,4,16,4,0,0,1,0.0,2,1,2,0,9,4,7.383333333333334,7.916666666666668,1,1,3
121564,2017-06-17,0.0,1,28,4,17,5,1,0,1,0.0,2,1,2,0,9,4,0.0,0.0,0,2,2
121564,2017-06-18,0.0,1,28,4,18,6,1,1,0,0.0,2,1,2,0,9,4,0.0,0.0,0,2,2
121564,2017-06-19,10.966666666666667,1,28,4,19,0,0,1,0,0.0,2,1,2,0,9,4,9.416666666666666,7.816666666666666,1,1,9
121564,2017-06-20,7.35,1,28,4,20,1,0,0,0,0.0,2,1,2,0,9,4,8.929166666666667,9.283333333333333,1,1,7
121564,2017-06-21,0.0,1,28,4,21,2,0,0,0,0.0,2,1,2,0,9,4,0.0,0.0,0,2,2
121706,2017-06-15,7.316666666666666,1,24,0,15,3,0,0,0,0.0,2,1,3,1,5,0,0.0,7.5166666666666675,2,4,8
121706,2017-06-16,10.1625,1,24,0,16,4,0,0,1,0.0,2,1,3,1,5,0,7.5,7.533333333333332,1,1,3
121706,2017-06-17,9.733333333333333,1,24,0,17,5,1,0,1,0.0,2,1,3,1,5,0,7.3291666666666675,6.0,1,3,1
121706,2017-06-18,5.7666666666666675,1,24,0,18,6,1,1,0,0.0,2,1,3,1,5,0,6.529166666666668,6.3,1,3,1
121706,2017-06-19,8.45,1,24,0,19,0,0,1,0,0.0,2,1,3,1,5,0,9.816666666666666,8.225,1,1,7
121706,2017-06-20,6.533333333333332,1,24,0,20,1,0,0,0,0.0,2,1,3,1,5,0,7.95,9.983333333333333,1,1,7
121706,2017-06-21,10.2,1,24,0,21,2,0,0,0,0.0,2,1,3,1,5,0,9.233333333333333,7.216666666666668,1,1,9
122227,2017-06-15,8.85,1,31,0,15,3,0,0,0,0.0,3,1,3,1,5,0,9.333333333333334,8.133333333333333,1,1,9
122227,2017-06-16,8.733333333333333,1,31,0,16,4,0,0,1,0.0,3,1,3,1,5,0,9.366666666666667,6.9,1,1,9
122227,2017-06-17,8.783333333333333,1,31,0,17,5,1,0,1,0.0,3,1,3,1,5,0,4.695833333333334,5.966666666666668,2,3,4
122227,2017-06-18,7.4833333333333325,1,31,0,18,6,1,1,0,0.0,3,1,3,1,5,0,8.016666666666667,6.466666666666668,1,3,9
122227,2017-06-19,7.066666666666666,1,31,0,19,0,0,1,0,0.0,3,1,3,1,5,0,4.583333333333333,8.929166666666667,1,3,3
122227,2017-06-20,6.333333333333332,1,31,0,20,1,0,0,0,0.0,3,1,3,1,5,0,6.15,7.05,1,3,1
122227,2017-06-21,8.3,1,31,0,21,2,0,0,0,0.0,3,1,3,1,5,0,9.55,7.629166666666666,1,1,9
122436,2017-06-15,2.5166666666666666,0,25,0,15,3,0,0,0,0.0,2,0,1,0,0,0,4.183333333333334,1.1291666666666669,2,0,6
122436,2017-06-16,3.1166666666666667,0,25,0,16,4,0,0,1,0.0,2,0,1,0,0,0,2.5,4.533333333333333,2,4,0
